 J105443; 1; Z060; Pink Small; 7; 44;; Unknown (R01); Unknown (C311)
 J132258; 5; H296; Orange Bright; 9; 20;; Unknown (R24); Unknown (C241)
 J221512; 5; H296; Orange; 10; 52; Red Giant; Unknown (R24); Unknown (C241)
 J125853; 5; H296; Yellow; 11; 55; Cataclysmic Variable; Unknown (R24); Unknown (C241)
 J141609; 5; H296; Yellow Small; 7; 31;; Unknown (R24); Unknown (C241)
 J134096; 5; H296; Orange; 8; 17; Cataclysmic Variable; Unknown (R24); Unknown (C241)
 J121146; 5; H296; Yellow; 8; 74;; Unknown (R24); Unknown (C241)
 J121649; 5; H296; Yellow Small; 8; 28; Cataclysmic Variable; Unknown (R24); Unknown (C241)
 J135559; 5; H296; Orange radiant; 9; 28;; Unknown (R24); Unknown (C241)
 J130735; 5; H296; Pink; 9; 11;; Unknown (R24); Unknown (C242)
 J144115; 5; H296; Yellow; 10; 76; Black Hole; Unknown (R24); Unknown (C242)
 J112241; 5; H296; Red Giant; 12; 49; Magnetar; Unknown (R24); Unknown (C242)
 J141204; 5; H296; Pink Small; 9; 46; Cataclysmic Variable; Unknown (R24); Unknown (C242)
 J131401; 5; H296; Orange radiant; 8; 67;; Unknown (R24); Unknown (C242)
 J170231; 5; H296; Orange radiant; 7; 67;; Unknown (R24); Unknown (C242)
 J164430; 5; H296; Red Giant; 11; 64;; Unknown (R24); Unknown (C242)
 J143740; 5; H296; Orange Bright; 9; 60;; Unknown (R25); Unknown (C243)
 J115517; 5; H296; Yellow; 9; 43;; Unknown (R25); Unknown (C243)
 J230936; 5; H296; Red Giant; 11; 15;; Unknown (R25); Unknown (C243)
 J133525; 5; H296; Blue; 8; 38; Red Giant; Unknown (R25); Unknown (C243)
 J215338; 5; H296; White; 9; 51;; Unknown (R25); Unknown (C243)
 J112003; 5; H296; Pink Small; 5; 4;; Unknown (R25); Unknown (C243)
 J214318; 5; H296; Yellow Small; 6; 44;; Unknown (R25); Unknown (C244)
 J110938; 5; H296; Orange radiant; 7; 33;; Unknown (R25); Unknown (C244)
 J103453; 5; H296; Blue; 11; 65; Black Hole; Unknown (R25); Unknown (C244)
 J101000; 5; H296; Yellow; 8; 66; Cataclysmic Variable; Unknown (R25); Unknown (C244)
 J110117; 5; H296; Orange; 12; 23;; Unknown (R25); Unknown (C244)
 J100328; 5; H296; Pink Small; 7; 56; Black Hole; Unknown (R25); Unknown (C244)
 J155845; 5; H296; Yellow Small; 5; 23;; Unknown (R25); Unknown (C244)
 J152703; 5; H296; Red Giant; 8; 7;; Unknown (R25); Unknown (C244)
 J110628; 5; H296; Blue Small; 9; 76; Red Giant; Unknown (R25); Unknown (C244)
 J142438; 5; H296; Orange radiant; 9; 63; Wolf-Rayet Star; Unknown (R25); Unknown (C245)
 J153054; 5; H296; Red Giant; 8; 44;; Unknown (R25); Unknown (C245)
 J114019; 5; H296; Yellow; 13; 90;; Unknown (R25); Unknown (C245)
 J233255; 5; H296; Red Giant; 12; 91; Wolf-Rayet Star; Unknown (R25); Unknown (C245)
 J135046; 5; H296; Orange radiant; 10; 49;; Unknown (R25); Unknown (C245)
 J145322; 5; H296; Orange; 8; 67; Magnetar; Unknown (R25); Unknown (C245)
 J112844; 5; H296; Orange; 10; 26; Pulsar; Unknown (R25); Unknown (C245)
 J120816; 5; H296; Yellow Small; 10; 50; Red Giant; Unknown (R25); Unknown (C245)
 J165340; 5; H296; Orange Bright; 7; 7;; Unknown (R25); Unknown (C246)
 J124409; 5; H296; Blue Small; 4; 51; Wolf-Rayet Star; Unknown (R25); Unknown (C246)
 J124733; 5; H296; Orange radiant; 7; 40;; Unknown (R25); Unknown (C246)
 J173645; 5; H296; White Dwarf; 9; 48;; Unknown (R25); Unknown (C246)
 J165743; 5; H296; Orange radiant; 4; 50;; Unknown (R25); Unknown (C246)
 J171013; 5; H296; Orange; 9; 50;; Unknown (R25); Unknown (C246)
 J155905; 5; H296; Orange; 6; 40;; Unknown (R25); Unknown (C246)
 J213055; 5; H296; Orange Bright; 10; 27; Cataclysmic Variable; Unknown (R25); Unknown (C247)
 J212224; 5; H296; Pink; 6; 66; Wolf-Rayet Star; Unknown (R25); Unknown (C247)
 J234252; 5; H296; Yellow Small; 8; 65; Black Hole; Unknown (R25); Unknown (C247)
 J150036; 5; H296; White; 10; 10;; Unknown (R25); Unknown (C247)
 J172431; 5; H296; Pink; 10; 30;; Unknown (R25); Unknown (C247)
 J114154; 5; H296; Pink Small; 7; 44; Cataclysmic Variable; Unknown (R25); Unknown (C247)
 J115127; 5; H296; Yellow; 12; 98;; Unknown (R25); Unknown (C247)
 J233658; 5; H296; Orange Bright; 9; 25;; Unknown (R25); Unknown (C247)
 J114403; 5; H296; Orange radiant; 8; 56; Black Hole; Unknown (R25); Unknown (C247)
 J165946; 5; H296; Pink Small; 10; 60; Red Giant; Unknown (R25); Unknown (C248)
 J124046; 5; H296; Yellow; 8; 85;; Unknown (R25); Unknown (C248)
 J102736; 5; H296; Yellow; 9; 69; Magnetar; Unknown (R25); Unknown (C248)
 J133252; 5; H296; Orange Bright; 7; 22;; Unknown (R25); Unknown (C248)
 J140600; 5; H296; Yellow Small; 7; 45;; Unknown (R25); Unknown (C248)
 J163701; 5; H296; Pink; 7; 68;; Unknown (R25); Unknown (C248)
 J115041; 5; H296; Yellow Small; 8; 5;; Unknown (R25); Unknown (C249)
 J154726; 5; H296; White Dwarf; 15; 30;; Unknown (R25); Unknown (C249)
 J123602; 5; H296; Orange radiant; 9; 28; Black Hole; Unknown (R25); Unknown (C249)
 J100549; 5; H296; Orange radiant; 7; 55;; Unknown (R25); Unknown (C249)
 J124100; 5; H296; White Dwarf; 9; 35; Black Hole; Unknown (R25); Unknown (C249)
 J113701; 5; H296; Orange; 10; 58;; Unknown (R25); Unknown (C249)
 J164327; 5; H296; Red Giant; 5; 49;; Unknown (R25); Unknown (C250)
 J110018; 5; H296; Pink; 12; 56;; Unknown (R25); Unknown (C250)
 J164511; 5; H296; Orange radiant; 5; 55; Cataclysmic Variable; Unknown (R25); Unknown (C250)
 J130037; 5; H296; Blue Small; 8; 51; Magnetar; Unknown (R25); Unknown (C250)
 J101028; 5; H296; Yellow Small; 10; 9;; Unknown (R25); Unknown (C250)
 J100858; 5; H296; Pink Small; 6; 10;; Unknown (R25); Unknown (C250)
 J151813; 5; H296; Orange; 12; 46; Pulsar; Unknown (R25); Unknown (C250)
 J113758; 5; H296; Orange; 7; 42;; Unknown (R25); Unknown (C251)
 J153802; 5; H296; Pink Small; 8; 35; Cataclysmic Variable; Unknown (R25); Unknown (C251)
 J130401; 5; H296; Pink; 7; 43; Red Giant; Unknown (R25); Unknown (C251)
 J130241; 5; H296; Orange; 9; 45;; Unknown (R25); Unknown (C251)
 J232934; 5; H296; Pink; 10; 40; Wolf-Rayet Star; Unknown (R25); Unknown (C251)
 J213642; 5; H296; Blue Small; 11; 35;; Unknown (R25); Unknown (C251)
 J144107; 5; H296; Red Giant; 8; 6; Magnetar; Unknown (R25); Unknown (C251)
 J140336; 5; H296; Orange radiant; 9; 35; Red Giant; Unknown (R25); Unknown (C252)
 J214712; 5; H296; Yellow Small; 9; 20;; Unknown (R25); Unknown (C252)
 J170809; 5; H296; Yellow Small; 7; 32; Black Hole; Unknown (R25); Unknown (C252)
 J220924; 5; H296; Yellow; 10; 41;; Unknown (R25); Unknown (C252)
 J142624; 5; H296; Orange radiant; 8; 61; Magnetar; Unknown (R25); Unknown (C252)
 J150306; 5; H296; Blue Bright; 11; 34;; Unknown (R25); Unknown (C252)
 J100425; 5; H296; Orange radiant; 12; 44;; Unknown (R25); Unknown (C252)
 J161745; 5; H296; Orange radiant; 11; 80; Red Giant; Unknown (R25); Unknown (C252)
 J131718; 5; H296; Yellow Small; 7; 22;; Unknown (R25); Unknown (C253)
 J151319; 5; H296; Yellow; 6; 5;; Unknown (R25); Unknown (C253)
 J113059; 5; H296; Pink; 5; 45;; Unknown (R25); Unknown (C253)
 J142234; 5; H296; Orange Bright; 7; 66;; Unknown (R25); Unknown (C253)
 J113636; 5; H296; Orange; 12; 51; Cataclysmic Variable; Unknown (R25); Unknown (C253)
 J142858; 5; H296; Blue Small; 10; 49; Wolf-Rayet Star; Unknown (R25); Unknown (C253)
 J135540; 5; H296; White Dwarf; 9; 48; Red Giant; Unknown (R25); Unknown (C253)
 J155739; 5; H296; Pink Small; 13; 55;; Unknown (R25); Unknown (C254)
 J132427; 5; H296; Pink Small; 8; 51; Black Hole; Unknown (R25); Unknown (C254)
 J114337; 5; H296; Pink; 13; 30;; Unknown (R25); Unknown (C254)
 J121842; 5; H296; Red Giant; 10; 62;; Unknown (R25); Unknown (C254)
 J100415; 5; H296; Orange radiant; 10; 49;; Unknown (R25); Unknown (C254)
 J143057; 5; H296; Yellow Small; 9; 41;; Unknown (R25); Unknown (C254)
 J165953; 5; H296; Pink Small; 9; 72; Wolf-Rayet Star; Unknown (R25); Unknown (C254)
 J102753; 5; H296; Orange; 7; 43; Black Hole; Unknown (R25); Unknown (C255)
 J221325; 5; H296; Yellow Small; 8; 8; Wolf-Rayet Star; Unknown (R25); Unknown (C255)
 J114443; 5; H296; Orange radiant; 7; 62; Magnetar; Unknown (R25); Unknown (C255)
 J125990; 5; H296; Orange; 8; 34;; Unknown (R25); Unknown (C255)
 J114518; 5; H296; Yellow Small; 8; 7; Cataclysmic Variable; Unknown (R25); Unknown (C255)
 J102623; 5; H296; Pink; 8; 13; Wolf-Rayet Star; Unknown (R25); Unknown (C255)
 J164900; 5; V753; Yellow Small; 11; 23;; Unknown (R26); Unknown (C256)
 J122049; 5; V753; Orange radiant; 9; 38; Red Giant; Unknown (R26); Unknown (C256)
 J154846; 5; V753; Pink; 11; 48; Wolf-Rayet Star; Unknown (R26); Unknown (C256)
 J115522; 5; V753; Orange Bright; 11; 49;; Unknown (R26); Unknown (C256)
 J145844; 5; V753; Orange; 11; 65; Magnetar; Unknown (R26); Unknown (C256)
 J121704; 5; V753; Orange radiant; 6; 46;; Unknown (R26); Unknown (C256)
 J121959; 5; V753; Yellow; 4; 45;; Unknown (R26); Unknown (C256)
 J105849; 5; V753; Yellow; 6; 39; Wolf-Rayet Star; Unknown (R26); Unknown (C256)
 J122610; 5; V753; Orange Bright; 10; 21;; Unknown (R26); Unknown (C257)
 J152912; 5; V753; Orange Bright; 4; 38; Black Hole; Unknown (R26); Unknown (C257)
 J145359; 5; V753; Yellow; 9; 15;; Unknown (R26); Unknown (C257)
 J154906; 5; V753; Yellow; 9; 48; Magnetar; Unknown (R26); Unknown (C257)
 J160547; 5; V753; Red Giant; 8; 47; Magnetar; Unknown (R26); Unknown (C257)
 J111150; 5; V753; Pink Small; 11; 78; Red Giant; Unknown (R26); Unknown (C257)
 J111935; 5; V753; Red Giant; 6; 10;; Unknown (R26); Unknown (C258)
 J100237; 5; V753; White Dwarf; 9; 68; Wolf-Rayet Star; Unknown (R26); Unknown (C258)
 J145735; 5; V753; Pink; 9; 13;; Unknown (R26); Unknown (C258)
 J103600; 5; V753; Red Giant; 6; 50; Black Hole; Unknown (R26); Unknown (C258)
 J211517; 5; V753; Yellow Small; 12; 70; Wolf-Rayet Star; Unknown (R26); Unknown (C258)
 J131128; 5; V753; White Dwarf; 6; 50; Cataclysmic Variable; Unknown (R26); Unknown (C258)
 J143107; 5; V753; Orange; 12; 27; Black Hole; Unknown (R26); Unknown (C258)
 J213125; 5; V753; Orange; 5; 45; Pulsar; Unknown (R26); Unknown (C258)
 J152325; 5; V753; Orange; 12; 77; Cataclysmic Variable; Unknown (R26); Unknown (C258)
 J114014; 5; V753; Orange radiant; 6; 75; Wolf-Rayet Star; Unknown (R26); Unknown (C259)
 J215215; 5; V753; Blue Bright; 9; 41;; Unknown (R26); Unknown (C259)
 J143718; 5; V753; Orange radiant; 9; 25; Black Hole; Unknown (R26); Unknown (C259)
 J134141; 5; V753; White Dwarf; 3; 37; Cataclysmic Variable; Unknown (R26); Unknown (C259)
 J114842; 5; V753; Red Giant; 11; 18;; Unknown (R26); Unknown (C259)
 J105504; 5; V753; Red Giant; 11; 62; Black Hole; Unknown (R26); Unknown (C259)
 J130302; 5; V753; Blue; 7; 29; Cataclysmic Variable; Unknown (R26); Unknown (C259)
 J170327; 5; V753; Orange; 11; 25;; Unknown (R26); Unknown (C260)
 J120823; 5; V753; Yellow Small; 10; 33; Magnetar; Unknown (R26); Unknown (C260)
 J153449; 5; V753; Red Giant; 10; 47; Red Giant; Unknown (R26); Unknown (C260)
 J164621; 5; V753; Orange radiant; 10; 61; Magnetar; Unknown (R26); Unknown (C260)
 J142631; 5; V753; Red Giant; 9; 12;; Unknown (R26); Unknown (C260)
 J134652; 5; V753; Orange Bright; 5; 49;; Unknown (R26); Unknown (C260)
 J123628; 5; V753; Orange Bright; 8; 71;; Unknown (R26); Unknown (C260)
 J130621; 5; V753; Orange radiant; 6; 53;; Unknown (R26); Unknown (C260)
 J171158; 5; V753; Red Giant; 5; 50;; Unknown (R26); Unknown (C261)
 J163930; 5; V753; Orange Bright; 9; 40; Cataclysmic Variable; Unknown (R26); Unknown (C261)
 J113907; 5; V753; Pink Small; 12; 69;; Unknown (R26); Unknown (C261)
 J164610; 5; V753; Red Giant; 11; 54;; Unknown (R26); Unknown (C261)
 J145512; 5; V753; Orange; 8; 95; Magnetar; Unknown (R26); Unknown (C261)
 J133833; 5; V753; Orange radiant; 8; 26;; Unknown (R26); Unknown (C261)
 J141250; 5; V753; Orange radiant; 9; 61; Red Giant; Unknown (R26); Unknown (C261)
 J105623; 5; V753; Orange radiant; 6; 30; Magnetar; Unknown (R26); Unknown (C261)
 J120010; 5; V753; Pink Small; 1; 20;; Unknown (R26); Unknown (C262)
 J233630; 5; V753; Blue Small; 9; 46; Black Hole; Unknown (R26); Unknown (C262)
 J162007; 5; V753; White Dwarf; 9; 60; Black Hole; Unknown (R26); Unknown (C262)
 J215124; 5; V753; Orange; 10; 35;; Unknown (R26); Unknown (C262)
 J141615; 5; V753; Yellow Small; 8; 15;; Unknown (R26); Unknown (C262)
 J133222; 5; V753; Yellow; 8; 15;; Unknown (R26); Unknown (C262)
 J105822; 5; V753; Orange radiant; 9; 64; Wolf-Rayet Star; Unknown (R26); Unknown (C262)
 J171136; 5; V753; Pink Small; 10; 77;; Unknown (R26); Unknown (C263)
 J152111; 5; V753; Pink Small; 11; 89; Pulsar; Unknown (R26); Unknown (C263)
 J104846; 5; V753; Orange radiant; 8; 46; Red Giant; Unknown (R26); Unknown (C263)
 J123440; 5; V753; Red Giant; 13; 22;; Unknown (R26); Unknown (C263)
 J121416; 5; V753; Pink; 6; 28; Magnetar; Unknown (R26); Unknown (C263)
 J161635; 5; V753; Pink Small; 12; 97; Black Hole; Unknown (R26); Unknown (C263)
 J141043; 5; V753; Orange; 9; 56;; Unknown (R26); Unknown (C264)
 J163408; 5; V753; White Dwarf; 12; 38; Cataclysmic Variable; Unknown (R26); Unknown (C264)
 J135204; 5; V753; Pink; 9; 29;; Unknown (R26); Unknown (C264)
 J133913; 5; V753; Yellow Small; 10; 17; Magnetar; Unknown (R26); Unknown (C264)
 J153447; 5; V753; Pink; 9; 67; Cataclysmic Variable; Unknown (R26); Unknown (C264)
 J145313; 5; V753; Orange; 10; 29;; Unknown (R26); Unknown (C264)
 J162753; 5; M267; Yellow; 9; 76; Pulsar; Unknown (R27); Unknown (C265)
 J135301; 5; M267; Yellow; 6; 8; Wolf-Rayet Star; Unknown (R27); Unknown (C265)
 J125254; 5; M267; Orange radiant; 3; 28; Cataclysmic Variable; Unknown (R27); Unknown (C265)
 J145320; 5; M267; Yellow; 10; 72; Red Giant; Unknown (R27); Unknown (C265)
 J103116; 5; M267; Orange radiant; 6; 47;; Unknown (R27); Unknown (C265)
 J120437; 5; M267; Orange radiant; 10; 50;; Unknown (R27); Unknown (C265)
 J100252; 5; M267; Yellow Small; 9; 17;; Unknown (R27); Unknown (C265)
 J153919; 5; M267; Red Giant; 11; 50; Pulsar; Unknown (R27); Unknown (C265)
 J115520; 5; M267; Pink Small; 4; 29; Wolf-Rayet Star; Unknown (R27); Unknown (C266)
 J100919; 5; M267; Red Giant; 10; 60; Wolf-Rayet Star; Unknown (R27); Unknown (C266)
 J115933; 5; M267; Blue Bright; 9; 51; Pulsar; Unknown (R27); Unknown (C266)
 J133529; 5; M267; Pink Small; 5; 25;; Unknown (R27); Unknown (C266)
 J131549; 5; M267; White Dwarf; 13; 16; Cataclysmic Variable; Unknown (R27); Unknown (C266)
 J205517; 5; M267; Orange radiant; 7; 48;; Unknown (R27); Unknown (C266)
 J220546; 5; M267; Blue Small; 9; 76;; Unknown (R27); Unknown (C267)
 J102853; 5; M267; Orange Bright; 9; 30;; Unknown (R27); Unknown (C267)
 J115418; 5; M267; Orange radiant; 8; 78;; Unknown (R27); Unknown (C267)
 J155040; 5; M267; Pink Small; 8; 30;; Unknown (R27); Unknown (C267)
 J172937; 5; M267; Orange; 8; 50;; Unknown (R27); Unknown (C267)
 J122757; 5; M267; Yellow Small; 9; 68;; Unknown (R27); Unknown (C267)
 J100759; 5; M267; Orange Bright; 5; 7;; Unknown (R27); Unknown (C268)
 J145416; 5; M267; Yellow Small; 11; 52;; Unknown (R27); Unknown (C268)
 J152034; 5; M267; Pink Small; 9; 12; Magnetar; Unknown (R27); Unknown (C268)
 J125544; 5; M267; Pink; 10; 70; Wolf-Rayet Star; Unknown (R27); Unknown (C268)
 J123235; 5; M267; Yellow; 8; 24;; Unknown (R27); Unknown (C268)
 J151204; 5; M267; Red Giant; 10; 38;; Unknown (R27); Unknown (C268)
 J104537; 5; M267; Pink Small; 12; 71; Black Hole; Unknown (R27); Unknown (C268)
 J162047; 5; M267; Yellow; 12; 64; Wolf-Rayet Star; Unknown (R27); Unknown (C268)
 J140514; 5; M267; Red Giant; 7; 79;; Unknown (R27); Unknown (C268)
 J154152; 5; M267; Orange radiant; 6; 36;; Unknown (R27); Unknown (C269)
 J143626; 5; M267; Orange radiant; 10; 33; Pulsar; Unknown (R27); Unknown (C269)
 J161737; 5; M267; Pink; 4; 34; Black Hole; Unknown (R27); Unknown (C269)
 J142110; 5; M267; Yellow Small; 9; 12;; Unknown (R27); Unknown (C269)
 J112042; 5; M267; Blue Bright; 7; 49;; Unknown (R27); Unknown (C269)
 J105719; 5; M267; White Dwarf; 6; 47; Black Hole; Unknown (R27); Unknown (C269)
 J101556; 5; M267; Yellow; 8; 69;; Unknown (R27); Unknown (C269)
 J230047; 5; M267; Orange radiant; 8; 64; Black Hole; Unknown (R27); Unknown (C269)
 J213226; 5; M267; Blue Bright; 9; 54; Pulsar; Unknown (R27); Unknown (C269)
 J104218; 5; M267; Orange; 10; 78;; Unknown (R27); Unknown (C270)
 J115308; 5; M267; Orange Bright; 7; 9; Red Giant; Unknown (R27); Unknown (C270)
 J140418; 5; M267; Yellow; 7; 6; Black Hole; Unknown (R27); Unknown (C270)
 J101343; 5; M267; Orange Bright; 8; 17; Wolf-Rayet Star; Unknown (R27); Unknown (C270)
 J105135; 5; M267; Orange Bright; 7; 42; Red Giant; Unknown (R27); Unknown (C270)
 J111818; 5; M267; Orange radiant; 9; 55; Red Giant; Unknown (R27); Unknown (C270)
 J110841; 5; M267; Yellow; 6; 23;; Unknown (R27); Unknown (C270)
 J134024; 5; M267; Yellow; 9; 48;; Unknown (R27); Unknown (C271)
 J142349; 5; M267; Yellow; 9; 38;; Unknown (R27); Unknown (C271)
 J212203; 5; M267; Pink; 9; 14; Wolf-Rayet Star; Unknown (R27); Unknown (C271)
 J124942; 5; M267; Orange radiant; 7; 50; Cataclysmic Variable; Unknown (R27); Unknown (C271)
 J131747; 5; M267; White Dwarf; 9; 63; Wolf-Rayet Star; Unknown (R27); Unknown (C271)
 J133553; 5; M267; Yellow Small; 7; 9; Black Hole; Unknown (R27); Unknown (C271)
 J115422; 5; M267; Blue Small; 7; 58;; Unknown (R27); Unknown (C271)
 J103448; 5; M267; Pink Small; 9; 24;; Unknown (R27); Unknown (C272)
 J161301; 5; M267; Orange Bright; 6; 44;; Unknown (R27); Unknown (C272)
 J130334; 5; M267; Orange radiant; 9; 55;; Unknown (R27); Unknown (C272)
 J172125; 5; M267; Orange Bright; 8; 73; Magnetar; Unknown (R27); Unknown (C272)
 J114537; 5; M267; Yellow Small; 6; 68; Cataclysmic Variable; Unknown (R27); Unknown (C272)
 J134440; 5; M267; Orange; 9; 45;; Unknown (R27); Unknown (C272)
 J101912; 5; M267; Red Giant; 7; 69; Wolf-Rayet Star; Unknown (R27); Unknown (C272)
 J214006; 5; M267; Pink; 9; 67; Cataclysmic Variable; Unknown (R27); Unknown (C272)
 J235108; 5; M267; Blue; 8; 72;; Unknown (R27); Unknown (C273)
 J124538; 5; M267; Yellow Small; 5; 5; Red Giant; Unknown (R27); Unknown (C273)
 J125641; 5; M267; Red Giant; 8; 50; Black Hole; Unknown (R27); Unknown (C273)
 J141728; 5; M267; Yellow Small; 6; 51;; Unknown (R27); Unknown (C273)
 J100616; 5; M267; Blue Small; 8; 77; Pulsar; Unknown (R27); Unknown (C273)
 J204350; 5; M267; Pink; 9; 48;; Unknown (R27); Unknown (C273)
 J151300; 5; M267; Pink; 11; 38; Cataclysmic Variable; Unknown (R27); Unknown (C273)
 J114041; 5; M267; Yellow Small; 8; 18;; Unknown (R27); Unknown (C273)
 J115644; 5; H296; Pink; 10; 51;; Unknown (R28); Unknown (C274)
 J103328; 5; H296; Blue; 12; 73; Wolf-Rayet Star; Unknown (R28); Unknown (C274)
 J143127; 5; H296; White Dwarf; 10; 88; Black Hole; Unknown (R28); Unknown (C274)
 J121459; 5; H296; Yellow Small; 9; 16;; Unknown (R28); Unknown (C274)
 J114441; 5; H296; Orange; 9; 56;; Unknown (R28); Unknown (C274)
 J102345; 5; H296; Pink Small; 10; 47; Magnetar; Unknown (R28); Unknown (C274)
 J161609; 5; H296; Yellow Small; 10; 33;; Unknown (R28); Unknown (C274)
 J131646; 5; H296; Orange radiant; 12; 74;; Unknown (R28); Unknown (C274)
 J144543; 5; H296; Orange; 9; 54; Wolf-Rayet Star; Unknown (R28); Unknown (C274)
 J123658; 5; H296; Yellow; 11; 11;; Unknown (R28); Unknown (C275)
 J121450; 5; H296; Yellow Small; 10; 34;; Unknown (R28); Unknown (C275)
 J145753; 5; H296; Yellow; 9; 80;; Unknown (R28); Unknown (C275)
 J130510; 5; H296; Pink; 10; 26;; Unknown (R28); Unknown (C275)
 J135402; 5; H296; Yellow; 10; 59;; Unknown (R28); Unknown (C275)
 J165220; 5; H296; Blue; 11; 59;; Unknown (R28); Unknown (C275)
 J124152; 5; H296; Red Giant; 8; 51; Red Giant; Unknown (R28); Unknown (C276)
 J162349; 5; H296; Orange radiant; 5; 26; Wolf-Rayet Star; Unknown (R28); Unknown (C276)
 J210750; 5; H296; Yellow; 4; 3; Pulsar; Unknown (R28); Unknown (C276)
 J235305; 5; H296; Yellow Small; 11; 97; Black Hole; Unknown (R28); Unknown (C276)
 J120546; 5; H296; White; 7; 53; Black Hole; Unknown (R28); Unknown (C276)
 J105059; 5; H296; Pink; 9; 13; Magnetar; Unknown (R28); Unknown (C276)
 J140249; 5; H296; Orange radiant; 6; 53;; Unknown (R28); Unknown (C277)
 J154551; 5; H296; Orange; 6; 26;; Unknown (R28); Unknown (C277)
 J151530; 5; H296; Orange Bright; 12; 41; Pulsar; Unknown (R28); Unknown (C277)
 J122520; 5; H296; Orange radiant; 6; 84;; Unknown (R28); Unknown (C277)
 J151200; 5; H296; Pink Small; 1; 20; Black Hole; Unknown (R28); Unknown (C277)
 J143245; 5; H296; Orange; 7; 50;; Unknown (R28); Unknown (C277)
 J124722; 5; H296; Pink; 12; 53; Black Hole; Unknown (R28); Unknown (C277)
 J173506; 5; H296; Pink Small; 7; 68; Wolf-Rayet Star; Unknown (R28); Unknown (C277)
 J121747; 5; H296; Red Giant; 8; 26; Wolf-Rayet Star; Unknown (R28); Unknown (C277)
 J235456; 5; H296; Orange radiant; 10; 43; Red Giant; Unknown (R28); Unknown (C278)
 J113712; 5; H296; Yellow; 13; 51; Cataclysmic Variable; Unknown (R28); Unknown (C278)
 J165940; 5; H296; Yellow; 7; 42; Pulsar; Unknown (R28); Unknown (C278)
 J165520; 5; H296; Pink; 8; 48;; Unknown (R28); Unknown (C278)
 J135653; 5; H296; Yellow Small; 7; 17;; Unknown (R28); Unknown (C278)
 J132946; 5; H296; Orange radiant; 7; 86;; Unknown (R28); Unknown (C278)
 J134702; 5; H296; Pink Small; 6; 5; Red Giant; Unknown (R28); Unknown (C279)
 J111249; 5; H296; Orange; 7; 45;; Unknown (R28); Unknown (C279)
 J105607; 5; H296; Pink; 10; 72; Cataclysmic Variable; Unknown (R28); Unknown (C279)
 J100551; 5; H296; Yellow Small; 10; 51;; Unknown (R28); Unknown (C279)
 J140524; 5; H296; Red Giant; 9; 34; Black Hole; Unknown (R28); Unknown (C279)
 J234152; 5; H296; Yellow Small; 11; 65; Magnetar; Unknown (R28); Unknown (C279)
 J164732; 5; H296; Pink; 4; 34;; Unknown (R28); Unknown (C279)
 J131505; 5; H296; Yellow Small; 8; 17; Cataclysmic Variable; Unknown (R28); Unknown (C279)
 J115405; 5; H296; Yellow Small; 8; 59;; Unknown (R28); Unknown (C280)
 J215009; 5; H296; Orange; 7; 45; Cataclysmic Variable; Unknown (R28); Unknown (C280)
 J161940; 5; H296; Pink; 6; 25;; Unknown (R28); Unknown (C280)
 J145825; 5; H296; Yellow Small; 8; 24;; Unknown (R28); Unknown (C280)
 J132605; 5; H296; Pink Small; 6; 31;; Unknown (R28); Unknown (C280)
 J115907; 5; H296; Blue; 8; 76; Wolf-Rayet Star; Unknown (R28); Unknown (C280)
 J125634; 5; H296; Orange radiant; 11; 32;; Unknown (R28); Unknown (C281)
 J110530; 5; H296; Pink Small; 11; 33; Magnetar; Unknown (R28); Unknown (C281)
 J100854; 5; H296; Yellow Small; 7; 8;; Unknown (R28); Unknown (C281)
 J102053; 5; H296; Yellow Small; 10; 19; Red Giant; Unknown (R28); Unknown (C281)
 J111518; 5; H296; White Dwarf; 9; 32;; Unknown (R28); Unknown (C281)
 J145349; 5; H296; Yellow Small; 10; 48;; Unknown (R28); Unknown (C281)
 J145846; 5; H296; Orange Bright; 9; 43;; Unknown (R28); Unknown (C281)
 J215554; 5; H296; Yellow Small; 10; 31;; Unknown (R28); Unknown (C282)
 J115950; 5; H296; Orange radiant; 9; 35; Red Giant; Unknown (R28); Unknown (C282)
 J100109; 5; H296; Orange radiant; 8; 64;; Unknown (R28); Unknown (C282)
 J161838; 5; H296; Orange Bright; 7; 16; Cataclysmic Variable; Unknown (R28); Unknown (C282)
 J173052; 5; H296; Orange Bright; 10; 73;; Unknown (R28); Unknown (C282)
 J170807; 5; H296; Blue Small; 8; 48;; Unknown (R28); Unknown (C282)
 J105246; 5; H296; Red Giant; 9; 44;; Unknown (R28); Unknown (C282)
 J144944; 5; H296; Blue Small; 8; 44; Cataclysmic Variable; Unknown (R28); Unknown (C282)
 J170930; 5; H296; Orange radiant; 9; 67;; Unknown (R28); Unknown (C283)
 J130039; 5; H296; Pink; 8; 41; Wolf-Rayet Star; Unknown (R28); Unknown (C283)
 J103615; 5; H296; Orange radiant; 8; 45;; Unknown (R28); Unknown (C283)
 J111227; 5; H296; Orange; 5; 48; Wolf-Rayet Star; Unknown (R28); Unknown (C283)
 J153222; 5; H296; Blue; 8; 66; Cataclysmic Variable; Unknown (R28); Unknown (C283)
 J144434; 5; H296; Orange Bright; 5; 61; Black Hole; Unknown (R28); Unknown (C283)
 J230842; 5; H296; Orange; 7; 42;; Unknown (R28); Unknown (C283)
 J172139; 5; H296; White Dwarf; 12; 38; Red Giant; Unknown (R28); Unknown (C283)
